,Date,Heure,Comp,Tour,Jour,Tribune,Résultat,BM,BE,Adversaire,xG,xGA,Poss,Affluence,Capitaine,Formation,Arbitre,Rapport de match,Notes,Dist,CF,PénM,PénT,Buts,Tirs,TC,TC%,B/Tir,B/TC,Saison,Equipe
34,2021-04-11,21:00,Ligue 1,Journée 32,Dim,Domicile,V,3,0,Angers,3.0,0.9,54.0,,Memphis Depay,4-2-3-1,Mikael Lesage,Rapport de match,,14.6,0.0,0.0,0.0,3.0,16.0,6.0,37.5,0.19,0.5,2021,Lyon
35,2021-04-18,21:00,Ligue 1,Journée 33,Dim,Extérieur,V,2,1,Nantes,2.3,0.9,50.0,,Memphis Depay,4-2-3-1,Benoît Bastien,Rapport de match,,18.5,0.0,1.0,1.0,2.0,10.0,3.0,30.0,0.1,0.33,2021,Lyon
37,2021-04-25,21:00,Ligue 1,Journée 34,Dim,Domicile,D,2,3,Lille,0.8,2.1,46.0,,Memphis Depay,4-2-3-1,François Letexier,Rapport de match,,18.3,0.0,0.0,0.0,1.0,8.0,2.0,25.0,0.13,0.5,2021,Lyon
38,2021-05-02,21:00,Ligue 1,Journée 35,Dim,Extérieur,V,3,2,Monaco,1.8,2.5,52.0,,Memphis Depay,3-4-1-2,Clément Turpin,Rapport de match,,16.9,0.0,0.0,0.0,3.0,17.0,5.0,29.4,0.18,0.6,2021,Lyon
39,2021-05-08,17:00,Ligue 1,Journée 36,Sam,Domicile,V,4,1,Lorient,4.2,0.6,59.0,,Leo Dubois,4-3-3,Mikael Lesage,Rapport de match,,14.6,0.0,1.0,1.0,4.0,24.0,9.0,37.5,0.13,0.33,2021,Lyon
40,2021-05-16,21:00,Ligue 1,Journée 37,Dim,Extérieur,V,5,2,Nîmes,2.7,1.1,56.0,,Memphis Depay,4-2-3-1,Ruddy Buquet,Rapport de match,,18.0,1.0,0.0,0.0,5.0,21.0,13.0,61.9,0.24,0.38,2021,Lyon
41,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Domicile,D,2,3,Nice,1.9,1.6,56.0,,Memphis Depay,4-2-3-1,Benoît Millot,Rapport de match,,15.5,1.0,0.0,0.0,2.0,13.0,6.0,46.2,0.15,0.33,2021,Lyon
0,2020-08-30,21:00,Ligue 1,Journée 2,Dim,Extérieur,V,3,2,Brest,1.4,2.7,41.0,,Steve Mandanda,4-3-3,Amaury Delerue,Rapport de match,,11.7,0.0,0.0,0.0,3.0,7.0,4.0,57.1,0.43,0.75,2021,Marseille
1,2020-09-13,21:00,Ligue 1,Journée 3,Dim,Extérieur,V,1,0,Paris S-G,0.5,1.7,36.0,,Steve Mandanda,4-1-4-1,Jérôme Brisard,Rapport de match,,19.1,0.0,0.0,0.0,1.0,5.0,2.0,40.0,0.2,0.5,2021,Marseille
2,2020-09-17,21:00,Ligue 1,Journée 1,Jeu,Domicile,D,0,2,Saint-Étienne,2.3,1.5,58.0,,Steve Mandanda,4-3-3,Ruddy Buquet,Rapport de match,,12.9,1.0,0.0,0.0,0.0,13.0,2.0,15.4,0.0,0.0,2021,Marseille
3,2020-09-20,21:00,Ligue 1,Journée 4,Dim,Domicile,N,1,1,Lille,0.7,1.7,56.0,,Steve Mandanda,4-2-3-1,Hakim Ben El Hadj Salem,Rapport de match,,20.0,0.0,0.0,0.0,1.0,11.0,2.0,18.2,0.09,0.5,2021,Marseille
4,2020-09-26,21:00,Ligue 1,Journée 5,Sam,Domicile,N,1,1,Metz,1.3,1.1,60.0,,Steve Mandanda,4-2-3-1,Eric Wattellier,Rapport de match,,20.0,0.0,0.0,0.0,1.0,16.0,2.0,12.5,0.06,0.5,2021,Marseille
5,2020-10-04,21:00,Ligue 1,Journée 6,Dim,Extérieur,N,1,1,Lyon,0.2,3.2,33.0,,Steve Mandanda,4-1-4-1,Stéphanie Frappart,Rapport de match,,27.0,0.0,0.0,0.0,1.0,3.0,1.0,33.3,0.33,1.0,2021,Marseille
6,2020-10-17,21:00,Ligue 1,Journée 7,Sam,Domicile,V,3,1,Bordeaux,1.0,0.6,56.0,,Steve Mandanda,4-4-2◆,Franck Schneider,Rapport de match,,17.6,0.0,0.0,1.0,2.0,5.0,3.0,60.0,0.4,0.67,2021,Marseille
8,2020-10-24,17:00,Ligue 1,Journée 8,Sam,Extérieur,V,1,0,Lorient,1.3,0.5,62.0,,Steve Mandanda,4-4-2◆,Benoît Bastien,Rapport de match,,17.5,0.0,0.0,0.0,1.0,15.0,3.0,20.0,0.07,0.33,2021,Marseille
11,2020-11-06,21:00,Ligue 1,Journée 10,Ven,Extérieur,V,1,0,Strasbourg,0.1,0.3,47.0,,Steve Mandanda,4-4-2◆,Johan Hamel,Rapport de match,,20.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0,1.0,1.0,2021,Marseille
13,2020-11-28,17:00,Ligue 1,Journée 12,Sam,Domicile,V,3,1,Nantes,3.0,0.4,57.0,,Steve Mandanda,4-2-3-1,Mikael Lesage,Rapport de match,,16.6,2.0,1.0,1.0,3.0,14.0,8.0,57.1,0.14,0.25,2021,Marseille
15,2020-12-04,21:00,Ligue 1,Journée 13,Ven,Extérieur,V,2,0,Nîmes,2.3,0.5,68.0,,Steve Mandanda,4-4-2◆,Willy Delajod,Rapport de match,,15.0,0.0,0.0,0.0,2.0,17.0,5.0,29.4,0.12,0.4,2021,Marseille
17,2020-12-12,17:00,Ligue 1,Journée 14,Sam,Domicile,V,2,1,Monaco,0.9,1.7,40.0,,Steve Mandanda,4-4-2◆,Benoît Millot,Rapport de match,,11.3,0.0,0.0,0.0,2.0,5.0,2.0,40.0,0.4,1.0,2021,Marseille
18,2020-12-16,21:00,Ligue 1,Journée 15,Mer,Extérieur,D,1,2,Rennes,0.8,1.5,32.0,,Steve Mandanda,4-4-2◆,Clément Turpin,Rapport de match,,20.8,1.0,0.0,0.0,1.0,8.0,1.0,12.5,0.13,1.0,2021,Marseille
19,2020-12-19,19:00,Ligue 1,Journée 16,Sam,Domicile,N,1,1,Reims,2.2,0.2,70.0,,Steve Mandanda,4-2-3-1,Thomas Léonard,Rapport de match,,13.7,0.0,0.0,0.0,1.0,12.0,6.0,50.0,0.08,0.17,2021,Marseille
20,2020-12-23,21:00,Ligue 1,Journée 17,Mer,Extérieur,D,1,2,Angers,1.3,1.0,68.0,,Dimitri Payet,4-2-3-1,Hakim Ben El Hadj Salem,Rapport de match,,19.7,0.0,0.0,1.0,1.0,7.0,2.0,28.6,0.14,0.5,2021,Marseille
21,2021-01-06,21:00,Ligue 1,Journée 18,Mer,Domicile,V,3,1,Montpellier,2.6,1.1,56.0,,Steve Mandanda,4-2-3-1,Stéphanie Frappart,Rapport de match,,18.2,0.0,0.0,0.0,3.0,18.0,7.0,38.9,0.17,0.43,2021,Marseille
22,2021-01-09,21:00,Ligue 1,Journée 19,Sam,Extérieur,N,0,0,Dijon,1.5,0.5,58.0,,Steve Mandanda,4-3-3,Jérôme Miguelgorry,Rapport de match,,17.3,1.0,0.0,0.0,0.0,11.0,4.0,36.4,0.0,0.0,2021,Marseille
24,2021-01-16,17:00,Ligue 1,Journée 20,Sam,Domicile,D,1,2,Nîmes,2.2,1.5,63.0,,Florian Thauvin,4-2-3-1,Jeremy Stinat,Rapport de match,,18.2,1.0,0.0,1.0,1.0,13.0,6.0,46.2,0.08,0.17,2021,Marseille
25,2021-01-20,21:00,Ligue 1,Journée 9,Mer,Domicile,D,0,1,Lens,0.1,1.7,47.0,,Steve Mandanda,4-2-3-1,Jérémie Pignard,Rapport de match,,27.6,1.0,0.0,0.0,0.0,4.0,1.0,25.0,0.0,0.0,2021,Marseille
26,2021-01-23,21:00,Ligue 1,Journée 21,Sam,Extérieur,D,1,3,Monaco,0.5,1.3,46.0,,Steve Mandanda,4-2-3-1,François Letexier,Rapport de match,,22.0,0.0,0.0,0.0,1.0,5.0,1.0,20.0,0.2,1.0,2021,Marseille
27,2021-02-03,21:00,Ligue 1,Journée 23,Mer,Extérieur,N,2,2,Lens,1.7,1.5,40.0,,Steve Mandanda,4-4-2,Willy Delajod,Rapport de match,,17.7,0.0,0.0,0.0,2.0,11.0,4.0,36.4,0.18,0.5,2021,Marseille
28,2021-02-07,21:00,Ligue 1,Journée 24,Dim,Domicile,D,0,2,Paris S-G,0.5,1.1,53.0,,Steve Mandanda,4-3-3,Benoît Bastien,Rapport de match,,19.5,0.0,0.0,0.0,0.0,12.0,4.0,33.3,0.0,0.0,2021,Marseille
30,2021-02-14,21:00,Ligue 1,Journée 25,Dim,Extérieur,N,0,0,Bordeaux,0.2,1.3,44.0,,Steve Mandanda,4-3-3,Jérôme Brisard,Rapport de match,,20.5,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,2021,Marseille
31,2021-02-17,21:00,Ligue 1,Journée 11,Mer,Domicile,V,3,2,Nice,0.6,0.7,45.0,,Steve Mandanda,4-2-3-1,Mikael Lesage,Rapport de match,,19.4,0.0,0.0,0.0,3.0,8.0,4.0,50.0,0.38,0.75,2021,Marseille
32,2021-02-20,17:00,Ligue 1,Journée 26,Sam,Extérieur,N,1,1,Nantes,0.5,1.3,65.0,,Steve Mandanda,4-2-3-1,Amaury Delerue,Rapport de match,,19.4,0.0,0.0,0.0,1.0,7.0,4.0,57.1,0.14,0.25,2021,Marseille
33,2021-02-28,21:00,Ligue 1,Journée 27,Dim,Domicile,N,1,1,Lyon,1.7,0.5,53.0,,Steve Mandanda,4-2-3-1,Benoît Millot,Rapport de match,,16.3,0.0,1.0,1.0,1.0,12.0,1.0,8.3,0.0,0.0,2021,Marseille
34,2021-03-03,21:00,Ligue 1,Journée 28,Mer,Extérieur,D,0,2,Lille,0.1,2.1,42.0,,Steve Mandanda,4-3-3,Clément Turpin,Rapport de match,,22.4,1.0,0.0,0.0,0.0,3.0,1.0,33.3,0.0,0.0,2021,Marseille
36,2021-03-10,19:00,Ligue 1,Journée 22,Mer,Domicile,V,1,0,Rennes,0.8,0.5,51.0,,Steve Mandanda,3-5-2,Jérémie Pignard,Rapport de match,,12.4,0.0,0.0,0.0,1.0,9.0,2.0,22.2,0.11,0.5,2021,Marseille
37,2021-03-13,17:00,Ligue 1,Journée 29,Sam,Domicile,V,3,1,Brest,1.5,0.3,41.0,,Steve Mandanda,3-5-2,Jérôme Miguelgorry,Rapport de match,,14.2,0.0,0.0,0.0,3.0,12.0,5.0,41.7,0.25,0.6,2021,Marseille
38,2021-03-20,17:00,Ligue 1,Journée 30,Sam,Extérieur,D,0,3,Nice,0.4,2.5,57.0,,Steve Mandanda,3-5-2,François Letexier,Rapport de match,,20.5,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2021,Marseille
39,2021-04-04,21:00,Ligue 1,Journée 31,Dim,Domicile,V,2,0,Dijon,1.3,0.2,64.0,,Steve Mandanda,3-4-3,Ruddy Buquet,Rapport de match,,16.5,0.0,0.0,0.0,2.0,16.0,3.0,18.8,0.13,0.67,2021,Marseille
40,2021-04-10,21:00,Ligue 1,Journée 32,Sam,Extérieur,N,3,3,Montpellier,1.7,2.1,56.0,,Steve Mandanda,3-4-3,Jérôme Brisard,Rapport de match,,16.8,0.0,0.0,0.0,3.0,13.0,7.0,53.8,0.23,0.43,2021,Marseille
41,2021-04-17,17:00,Ligue 1,Journée 33,Sam,Domicile,V,3,2,Lorient,1.9,1.8,74.0,,Steve Mandanda,3-5-2,Hakim Ben El Hadj Salem,Rapport de match,,12.9,0.0,0.0,0.0,3.0,13.0,6.0,46.2,0.23,0.5,2021,Marseille
42,2021-04-23,21:00,Ligue 1,Journée 34,Ven,Extérieur,V,3,1,Reims,2.2,0.8,59.0,,Steve Mandanda,3-5-2,Eric Wattellier,Rapport de match,,17.9,1.0,0.0,0.0,3.0,11.0,6.0,54.5,0.27,0.5,2021,Marseille
43,2021-04-30,21:00,Ligue 1,Journée 35,Ven,Domicile,N,1,1,Strasbourg,0.8,0.3,69.0,,Steve Mandanda,3-5-2,Stéphanie Frappart,Rapport de match,,18.6,1.0,0.0,0.0,1.0,8.0,4.0,50.0,0.13,0.25,2021,Marseille
44,2021-05-09,13:00,Ligue 1,Journée 36,Dim,Extérieur,D,0,1,Saint-Étienne,1.6,1.9,55.0,,Steve Mandanda,3-5-2,Johan Hamel,Rapport de match,,16.6,4.0,0.0,0.0,0.0,15.0,4.0,26.7,0.0,0.0,2021,Marseille
45,2021-05-16,21:00,Ligue 1,Journée 37,Dim,Domicile,V,3,2,Angers,2.7,1.3,53.0,,Steve Mandanda,4-4-2,Franck Schneider,Rapport de match,,19.5,0.0,1.0,1.0,3.0,15.0,10.0,66.7,0.13,0.2,2021,Marseille
46,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Extérieur,N,1,1,Metz,1.2,1.1,64.0,,Steve Mandanda,3-4-1-2,Hakim Ben El Hadj Salem,Rapport de match,,19.4,1.0,1.0,1.0,1.0,8.0,1.0,12.5,0.0,0.0,2021,Marseille
0,2020-08-22,21:00,Ligue 1,Journée 1,Sam,Extérieur,N,1,1,Lille,1.4,0.5,48.0,3975.0,Damien Da Silva,4-3-3,Clément Turpin,Rapport de match,,17.1,1.0,0.0,0.0,1.0,16.0,3.0,18.8,0.06,0.33,2021,Rennes
1,2020-08-29,17:00,Ligue 1,Journée 2,Sam,Domicile,V,2,1,Montpellier,1.9,0.5,65.0,,Damien Da Silva,4-3-3,Willy Delajod,Rapport de match,,20.2,3.0,0.0,0.0,1.0,16.0,7.0,43.8,0.06,0.14,2021,Rennes
2,2020-09-13,15:00,Ligue 1,Journée 3,Dim,Extérieur,V,4,2,Nîmes,1.9,1.4,55.0,,Damien Da Silva,4-3-3,Mikael Lesage,Rapport de match,,15.7,0.0,0.0,0.0,4.0,10.0,6.0,60.0,0.4,0.67,2021,Rennes
3,2020-09-19,21:00,Ligue 1,Journée 4,Sam,Domicile,V,2,1,Monaco,1.3,1.3,58.0,,Damien Da Silva,4-1-4-1,Jérôme Miguelgorry,Rapport de match,,16.2,1.0,0.0,0.0,2.0,15.0,3.0,20.0,0.13,0.67,2021,Rennes
4,2020-09-26,17:00,Ligue 1,Journée 5,Sam,Extérieur,V,3,0,Saint-Étienne,0.9,0.4,52.0,,Damien Da Silva,4-1-4-1,Benoît Bastien,Rapport de match,,16.8,0.0,0.0,0.0,3.0,10.0,6.0,60.0,0.3,0.5,2021,Rennes
5,2020-10-04,17:00,Ligue 1,Journée 6,Dim,Domicile,N,2,2,Reims,2.0,1.2,73.0,,Damien Da Silva,4-1-4-1,Florent Batta,Rapport de match,,15.6,2.0,0.0,0.0,2.0,19.0,3.0,15.8,0.11,0.67,2021,Rennes
6,2020-10-16,19:00,Ligue 1,Journée 7,Ven,Extérieur,N,1,1,Dijon,1.0,0.9,60.0,,Hamari Traoré,4-3-3,Bastien Dechepy,Rapport de match,,18.6,2.0,0.0,0.0,1.0,12.0,3.0,25.0,0.08,0.33,2021,Rennes
8,2020-10-23,21:00,Ligue 1,Journée 8,Ven,Domicile,D,1,2,Angers,1.0,1.4,63.0,,Damien Da Silva,4-1-4-1,Jérémie Pignard,Rapport de match,,14.2,0.0,0.0,0.0,1.0,11.0,1.0,9.1,0.09,1.0,2021,Rennes
10,2020-10-31,17:00,Ligue 1,Journée 9,Sam,Domicile,V,2,1,Brest,1.5,0.7,69.0,,Damien Da Silva,4-1-4-1,Stéphanie Frappart,Rapport de match,,17.4,0.0,0.0,0.0,2.0,24.0,8.0,33.3,0.08,0.25,2021,Rennes
12,2020-11-07,21:00,Ligue 1,Journée 10,Sam,Extérieur,D,0,3,Paris S-G,1.1,0.9,51.0,,Damien Da Silva,4-1-4-1,Benoît Bastien,Rapport de match,,15.8,0.0,0.0,0.0,0.0,15.0,3.0,20.0,0.0,0.0,2021,Rennes
13,2020-11-20,19:00,Ligue 1,Journée 11,Ven,Domicile,D,0,1,Bordeaux,1.9,0.7,58.0,,Damien Da Silva,4-2-3-1,Karim Abed,Rapport de match,,16.5,0.0,0.0,0.0,0.0,14.0,2.0,14.3,0.0,0.0,2021,Rennes
15,2020-11-27,21:00,Ligue 1,Journée 12,Ven,Extérieur,N,1,1,Strasbourg,1.9,0.6,68.0,,Damien Da Silva,4-1-4-1,Benoît Millot,Rapport de match,,16.4,2.0,0.0,0.0,1.0,21.0,7.0,33.3,0.05,0.14,2021,Rennes
17,2020-12-05,17:00,Ligue 1,Journée 13,Sam,Domicile,D,0,2,Lens,0.7,0.7,61.0,,Damien Da Silva,4-1-4-1,Johan Hamel,Rapport de match,,18.1,2.0,0.0,0.0,0.0,9.0,4.0,44.4,0.0,0.0,2021,Rennes
19,2020-12-13,13:00,Ligue 1,Journée 14,Dim,Extérieur,V,1,0,Nice,1.4,1.4,46.0,,Damien Da Silva,4-1-4-1,Amaury Delerue,Rapport de match,,14.6,0.0,0.0,0.0,1.0,16.0,5.0,31.3,0.06,0.2,2021,Rennes
20,2020-12-16,21:00,Ligue 1,Journée 15,Mer,Domicile,V,2,1,Marseille,1.5,0.8,68.0,,Damien Da Silva,4-1-4-1,Clément Turpin,Rapport de match,,16.8,0.0,0.0,0.0,2.0,15.0,5.0,33.3,0.13,0.4,2021,Rennes
21,2020-12-20,17:00,Ligue 1,Journée 16,Dim,Extérieur,V,3,0,Lorient,1.3,1.3,57.0,,Damien Da Silva,4-1-4-1,Eric Wattellier,Rapport de match,,19.7,2.0,0.0,0.0,3.0,15.0,4.0,26.7,0.2,0.75,2021,Rennes
22,2020-12-23,19:00,Ligue 1,Journée 17,Mer,Domicile,V,1,0,Metz,1.0,1.1,62.0,,Damien Da Silva,4-1-4-1,Florent Batta,Rapport de match,,17.4,0.0,0.0,0.0,1.0,11.0,6.0,54.5,0.09,0.17,2021,Rennes
23,2021-01-06,19:00,Ligue 1,Journée 18,Mer,Extérieur,N,0,0,Nantes,0.7,1.0,72.0,,Damien Da Silva,4-1-4-1,Jérémie Pignard,Rapport de match,,18.7,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,2021,Rennes
24,2021-01-09,21:00,Ligue 1,Journée 19,Sam,Domicile,N,2,2,Lyon,1.4,1.1,54.0,,Hamari Traoré,4-1-4-1,Mikael Lesage,Rapport de match,,18.6,0.0,0.0,0.0,2.0,14.0,6.0,42.9,0.14,0.33,2021,Rennes
25,2021-01-17,13:00,Ligue 1,Journée 20,Dim,Extérieur,V,2,1,Brest,1.7,1.6,57.0,,Hamari Traoré,4-4-1-1,Ruddy Buquet,Rapport de match,,19.9,0.0,1.0,1.0,2.0,6.0,3.0,50.0,0.17,0.33,2021,Rennes
26,2021-01-24,17:00,Ligue 1,Journée 21,Dim,Domicile,D,0,1,Lille,0.8,1.0,67.0,,Hamari Traoré,4-4-1-1,Eric Wattellier,Rapport de match,,18.8,2.0,0.0,0.0,0.0,11.0,2.0,18.2,0.0,0.0,2021,Rennes
27,2021-02-03,19:00,Ligue 1,Journée 23,Mer,Domicile,N,1,1,Lorient,1.5,0.9,59.0,,Damien Da Silva,4-4-1-1,Hakim Ben El Hadj Salem,Rapport de match,,16.7,0.0,0.0,0.0,1.0,10.0,6.0,60.0,0.1,0.17,2021,Rennes
28,2021-02-06,21:00,Ligue 1,Journée 24,Sam,Extérieur,N,0,0,Lens,0.8,0.9,48.0,,Damien Da Silva,3-5-2,Jeremy Stinat,Rapport de match,,15.8,0.0,0.0,0.0,0.0,11.0,1.0,9.1,0.0,0.0,2021,Rennes
30,2021-02-14,15:00,Ligue 1,Journée 25,Dim,Domicile,D,0,2,Saint-Étienne,1.2,0.4,71.0,,Damien Da Silva,4-2-3-1,Florent Batta,Rapport de match,,14.1,1.0,0.0,0.0,0.0,13.0,2.0,15.4,0.0,0.0,2021,Rennes
31,2021-02-21,13:00,Ligue 1,Journée 26,Dim,Extérieur,D,1,2,Montpellier,1.7,2.5,65.0,,Damien Da Silva,4-3-3,Clément Turpin,Rapport de match,,14.2,1.0,0.0,0.0,1.0,14.0,5.0,35.7,0.07,0.2,2021,Rennes
32,2021-02-26,21:00,Ligue 1,Journée 27,Ven,Domicile,D,1,2,Nice,1.2,2.1,61.0,,Damien Da Silva,4-3-3,Johan Hamel,Rapport de match,,19.5,4.0,0.0,0.0,1.0,18.0,5.0,27.8,0.06,0.2,2021,Rennes
33,2021-03-03,19:00,Ligue 1,Journée 28,Mer,Extérieur,D,0,1,Lyon,0.8,2.2,53.0,,Hamari Traoré,4-3-3,Ruddy Buquet,Rapport de match,,18.6,1.0,0.0,0.0,0.0,12.0,1.0,8.3,0.0,0.0,2021,Rennes
34,2021-03-10,19:00,Ligue 1,Journée 22,Mer,Extérieur,D,0,1,Marseille,0.5,0.8,49.0,,Steven Nzonzi,4-2-3-1,Jérémie Pignard,Rapport de match,,23.3,1.0,0.0,0.0,0.0,10.0,2.0,20.0,0.0,0.0,2021,Rennes
35,2021-03-14,15:00,Ligue 1,Journée 29,Dim,Domicile,V,1,0,Strasbourg,1.3,0.7,49.0,,Damien Da Silva,4-2-3-1,Bastien Dechepy,Rapport de match,,16.0,0.0,0.0,0.0,1.0,11.0,2.0,18.2,0.09,0.5,2021,Rennes
36,2021-03-20,13:00,Ligue 1,Journée 30,Sam,Extérieur,V,3,1,Metz,2.1,0.7,48.0,,Damien Da Silva,4-3-3,Willy Delajod,Rapport de match,,23.5,0.0,1.0,1.0,3.0,8.0,4.0,50.0,0.25,0.5,2021,Rennes
37,2021-04-04,15:00,Ligue 1,Journée 31,Dim,Extérieur,N,2,2,Reims,1.8,1.2,57.0,,Damien Da Silva,4-4-2,Karim Abed,Rapport de match,,19.2,1.0,1.0,1.0,2.0,18.0,7.0,38.9,0.06,0.14,2021,Rennes
38,2021-04-11,13:00,Ligue 1,Journée 32,Dim,Domicile,V,1,0,Nantes,0.7,0.3,64.0,,Damien Da Silva,4-4-2,Amaury Delerue,Rapport de match,,20.2,0.0,0.0,0.0,1.0,14.0,4.0,28.6,0.07,0.25,2021,Rennes
39,2021-04-17,12:45,Ligue 1,Journée 33,Sam,Extérieur,V,3,0,Angers,1.5,0.9,59.0,,Damien Da Silva,4-3-3,Thomas Léonard,Rapport de match,,17.5,0.0,0.0,0.0,3.0,8.0,3.0,37.5,0.38,1.0,2021,Rennes
40,2021-04-25,15:00,Ligue 1,Journée 34,Dim,Domicile,V,5,1,Dijon,3.5,1.1,73.0,,Hamari Traoré,4-3-3,Jeremy Stinat,Rapport de match,,16.7,0.0,0.0,0.0,5.0,25.0,11.0,44.0,0.2,0.45,2021,Rennes
41,2021-05-02,13:00,Ligue 1,Journée 35,Dim,Extérieur,D,0,1,Bordeaux,0.8,0.6,54.0,,Damien Da Silva,4-3-3,Antony Gautier,Rapport de match,,17.9,2.0,0.0,0.0,0.0,9.0,2.0,22.2,0.0,0.0,2021,Rennes
42,2021-05-09,21:00,Ligue 1,Journée 36,Dim,Domicile,N,1,1,Paris S-G,1.0,1.9,43.0,,Damien Da Silva,4-4-2,Ruddy Buquet,Rapport de match,,19.5,1.0,0.0,0.0,1.0,20.0,10.0,50.0,0.05,0.1,2021,Rennes
43,2021-05-16,21:00,Ligue 1,Journée 37,Dim,Extérieur,D,1,2,Monaco,0.5,1.0,59.0,,Damien Da Silva,4-3-3,Benoît Bastien,Rapport de match,,19.5,0.0,0.0,0.0,0.0,9.0,2.0,22.2,0.0,0.0,2021,Rennes
44,2021-05-23,21:00,Ligue 1,Journée 38,Dim,Domicile,V,2,0,Nîmes,1.0,1.1,68.0,,Hamari Traoré,4-4-2,Willy Delajod,Rapport de match,,18.9,2.0,0.0,0.0,2.0,12.0,6.0,50.0,0.17,0.33,2021,Rennes
0,2020-08-23,17:00,Ligue 1,Journée 1,Dim,Extérieur,D,1,2,Nice,2.5,0.2,43.0,,Yannick Cahuzac,3-4-1-2,Jérôme Miguelgorry,Rapport de match,,16.3,3.0,1.0,1.0,1.0,15.0,3.0,20.0,0.0,0.0,2021,Lens
1,2020-09-10,21:00,Ligue 1,Journée 2,Jeu,Domicile,V,1,0,Paris S-G,1.4,0.6,23.0,,Jean-Louis Leca,3-4-1-2,Hakim Ben El Hadj Salem,Rapport de match,,12.5,0.0,0.0,0.0,1.0,7.0,3.0,42.9,0.14,0.33,2021,Lens
2,2020-09-13,15:00,Ligue 1,Journée 3,Dim,Extérieur,V,3,2,Lorient,2.1,1.3,53.0,,Yannick Cahuzac,3-4-1-2,Aurélien Petit,Rapport de match,,17.6,1.0,1.0,1.0,3.0,11.0,5.0,45.5,0.18,0.4,2021,Lens
3,2020-09-19,17:00,Ligue 1,Journée 4,Sam,Domicile,V,2,1,Bordeaux,3.5,0.4,59.0,,Yannick Cahuzac,3-4-1-2,Benoît Millot,Rapport de match,,15.1,0.0,1.0,1.0,2.0,19.0,5.0,26.3,0.05,0.2,2021,Lens
4,2020-09-27,15:00,Ligue 1,Journée 5,Dim,Extérieur,N,1,1,Nîmes,1.4,0.6,50.0,,Yannick Cahuzac,3-4-3,Franck Schneider,Rapport de match,,18.3,1.0,0.0,0.0,1.0,14.0,5.0,35.7,0.07,0.2,2021,Lens
5,2020-10-03,17:00,Ligue 1,Journée 6,Sam,Domicile,V,2,0,Saint-Étienne,1.9,0.1,65.0,,Yannick Cahuzac,3-4-1-2,Bastien Dechepy,Rapport de match,,18.7,0.0,1.0,1.0,2.0,12.0,4.0,33.3,0.08,0.25,2021,Lens
6,2020-10-18,21:00,Ligue 1,Journée 7,Dim,Extérieur,D,0,4,Lille,0.4,2.6,43.0,,Yannick Cahuzac,3-4-1-2,François Letexier,Rapport de match,,16.6,0.0,0.0,0.0,0.0,7.0,2.0,28.6,0.0,0.0,2021,Lens
7,2020-11-08,15:00,Ligue 1,Journée 10,Dim,Domicile,N,4,4,Reims,1.5,1.4,63.0,,Jean-Louis Leca,3-4-1-2,Thomas Léonard,Rapport de match,,15.9,0.0,0.0,0.0,3.0,16.0,5.0,31.3,0.19,0.6,2021,Lens
8,2020-11-22,15:00,Ligue 1,Journée 11,Dim,Extérieur,V,1,0,Dijon,1.5,0.6,47.0,,Yannick Cahuzac,3-4-3,Eric Wattellier,Rapport de match,,13.3,1.0,0.0,0.0,1.0,8.0,4.0,50.0,0.13,0.25,2021,Lens
9,2020-11-25,19:00,Ligue 1,Journée 8,Mer,Domicile,N,1,1,Nantes,0.7,2.0,49.0,,Yannick Cahuzac,3-4-1-2,Florent Batta,Rapport de match,,24.4,1.0,0.0,0.0,1.0,8.0,1.0,12.5,0.13,1.0,2021,Lens
10,2020-11-29,15:00,Ligue 1,Journée 12,Dim,Domicile,D,1,3,Angers,1.4,2.5,64.0,,Jean-Louis Leca,3-4-1-2,Aurélien Petit,Rapport de match,,18.9,2.0,0.0,0.0,1.0,13.0,5.0,38.5,0.08,0.2,2021,Lens
11,2020-12-05,17:00,Ligue 1,Journée 13,Sam,Extérieur,V,2,0,Rennes,0.7,0.7,39.0,,Yannick Cahuzac,3-4-1-2,Johan Hamel,Rapport de match,,20.7,0.0,0.0,0.0,2.0,6.0,4.0,66.7,0.33,0.5,2021,Lens
12,2020-12-12,21:00,Ligue 1,Journée 14,Sam,Domicile,D,2,3,Montpellier,1.8,1.5,60.0,,Yannick Cahuzac,3-4-3,Jeremy Stinat,Rapport de match,,19.3,2.0,1.0,1.0,1.0,13.0,3.0,23.1,0.0,0.0,2021,Lens
13,2020-12-16,21:00,Ligue 1,Journée 15,Mer,Extérieur,V,3,0,Monaco,1.2,0.9,67.0,,Jean-Louis Leca,3-4-1-2,Willy Delajod,Rapport de match,,17.6,1.0,0.0,0.0,3.0,9.0,4.0,44.4,0.33,0.75,2021,Lens
14,2020-12-19,17:00,Ligue 1,Journée 16,Sam,Extérieur,D,0,2,Metz,1.1,1.0,61.0,,Yannick Cahuzac,3-4-1-2,Amaury Delerue,Rapport de match,,20.5,0.0,0.0,0.0,0.0,17.0,3.0,17.6,0.0,0.0,2021,Lens
